"_time","All_Traffic.dvc","All_Traffic.src","All_Traffic.dest","All_Traffic.dest_port","values(All_Traffic.action)","values(All_Traffic.protocol)","values(All_Traffic.src_zone)","values(All_Traffic.dest_zone)"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.237.82.157","10.89.4.132",8443,"allowed teardown",ip,"lpci-app-dmz","lpci-agg"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.237.82.158","10.89.4.132",8443,"allowed teardown",ip,"lpci-app-dmz","lpci-agg"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.237.82.159","10.89.4.131",443,"allowed teardown",ip,"lpci-app-dmz","lpci-agg"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.237.82.160","10.89.4.131",443,"allowed teardown",ip,"lpci-app-dmz","lpci-agg"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","10.0.8.1",135,blocked,ip,"CUSTOMER-DISTRIBUTION","BDOC-CORE"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","10.0.8.1",139,blocked,ip,"CUSTOMER-DISTRIBUTION","BDOC-CORE"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","10.0.8.1",445,blocked,ip,"CUSTOMER-DISTRIBUTION","BDOC-CORE"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","10.20.64.104",443,"allowed teardown",ip,"CUSTOMER-DISTRIBUTION","BDOC-CORE"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","10.20.64.117",443,"allowed teardown",ip,"CUSTOMER-DISTRIBUTION","BDOC-CORE"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","10.20.64.243",443,"allowed teardown",ip,"CUSTOMER-DISTRIBUTION","BDOC-CORE"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","10.92.22.121",443,"allowed teardown",ip,"CUSTOMER-DISTRIBUTION","BDOC-CORE"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","10.92.22.125",443,"allowed teardown",ip,"CUSTOMER-DISTRIBUTION","BDOC-CORE"
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",31000,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",31933,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",31941,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",33989,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35105,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35137,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35151,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35178,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35379,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35701,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35704,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35712,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35713,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35714,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35716,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35717,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35718,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35719,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35720,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35721,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35723,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35724,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35727,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35728,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35729,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35731,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35732,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35733,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35734,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35735,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35736,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35737,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35739,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35740,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35742,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35743,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35744,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35745,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35746,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35748,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35751,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35753,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35755,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35757,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35758,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35759,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35760,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35762,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35763,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35764,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35765,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35767,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35768,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35769,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35770,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35771,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35772,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35773,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35774,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35775,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35776,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35777,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35778,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35779,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35780,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35781,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35782,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35783,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35784,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35787,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35789,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35790,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35792,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35793,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35794,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35797,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35798,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35825,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35850,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",35900,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",38167,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.35",443,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.36",31000,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.36",37112,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.36",37252,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.36",37298,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.36",37472,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.36",37604,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.36",37676,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",31000,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35200,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35201,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35204,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35207,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35208,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35211,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35215,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35216,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35217,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35220,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35223,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35224,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35227,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35228,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35229,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35231,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35232,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35234,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35236,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35238,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35239,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35240,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35241,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35242,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35243,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35247,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35250,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35252,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35253,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35255,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35260,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35263,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35264,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35265,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35266,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35269,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35270,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35271,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35274,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35275,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35276,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35278,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35280,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35281,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35282,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35283,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35284,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35285,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35289,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35292,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35293,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35294,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35296,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35297,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",35298,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",36201,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",36236,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",36244,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",36246,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",36270,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.37",36297,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31000,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31601,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31602,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31603,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31604,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31607,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31610,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31611,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31612,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31613,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31615,allowed,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31618,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31619,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31621,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31622,teardown,ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31625,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31626,"allowed teardown",ip,"CUST-DISTRIBUTION-CN",agg
"2021-06-07T00:00:00.000-0500",bdn2f50,"10.89.4.1","156.55.112.38",31628,allowed,ip,"CUST-DISTRIBUTION-CN",agg
