"_time","All_Traffic.dvc","All_Traffic.src","All_Traffic.dest","All_Traffic.dest_port","values(All_Traffic.action)","values(All_Traffic.protocol)","values(All_Traffic.src_zone)","values(All_Traffic.dest_zone)"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31662,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31664,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31665,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31666,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31668,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31669,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31670,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31671,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31673,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31675,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31676,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31677,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31680,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31681,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31682,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31684,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31685,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31686,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31687,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31688,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31689,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31690,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31692,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31693,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31695,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31697,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",31698,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.38",38000,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30900,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30902,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30903,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30907,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30908,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30910,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30911,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30913,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30915,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30923,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30924,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30926,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30927,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30930,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30935,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30936,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30938,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30939,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30940,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30941,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30945,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30946,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30948,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30954,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30955,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30957,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30962,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30965,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30966,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30967,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30972,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30973,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30976,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30978,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30979,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30981,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30986,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30987,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30989,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30992,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30993,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",30998,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",31000,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",35650,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",35651,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",35664,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",35676,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",35681,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",35687,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",35691,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36700,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36703,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36704,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36707,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36709,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36710,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36711,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36714,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36716,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36721,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36723,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36729,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36730,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36733,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36734,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36737,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36742,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36743,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36746,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36747,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36750,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36752,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36753,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36755,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36757,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36759,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36764,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36769,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36770,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36771,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36772,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36774,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36776,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36778,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36781,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36788,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36789,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36790,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36791,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36792,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36793,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36794,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36795,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36796,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36797,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36801,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36802,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36803,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36807,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36809,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36811,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36815,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36816,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36818,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36819,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36823,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36828,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36830,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36831,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36833,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36834,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36836,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36838,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36839,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36840,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36841,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36847,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36849,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36850,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36852,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36857,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36858,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36859,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36863,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36864,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36865,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36866,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36868,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36869,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36870,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36871,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36872,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36873,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36874,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36876,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36878,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36880,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36882,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36886,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36887,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36888,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36889,allowed,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36890,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36891,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36892,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36894,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36895,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36896,teardown,ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",36898,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",37065,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",37117,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",37153,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",37197,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",37304,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",37347,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
"2021-06-08T00:00:00.000-0500",lrn2f51,"10.89.4.1","156.55.112.39",37362,"allowed teardown",ip,"lpci-agg","lpci-app-dmz"
